year,id,state,month,number,date
2017,10,Maranhao,Junho,885,2017-01-01
1998,10,Maranhao,Julho,274,1998-01-01
1999,10,Maranhao,Julho,258,1999-01-01
2000,10,Maranhao,Julho,233,2000-01-01
2001,10,Maranhao,Julho,549,2001-01-01
2002,10,Maranhao,Julho,1.271,2002-01-01
2003,10,Maranhao,Julho,1.103,2003-01-01
2004,10,Maranhao,Julho,1.366,2004-01-01
2005,10,Maranhao,Julho,1.152,2005-01-01
2006,10,Maranhao,Julho,512,2006-01-01
2007,10,Maranhao,Julho,1.205,2007-01-01
2008,10,Maranhao,Julho,502,2008-01-01
2009,10,Maranhao,Julho,972,2009-01-01
2010,10,Maranhao,Julho,2.323,2010-01-01
2011,10,Maranhao,Julho,1.024,2011-01-01
2012,10,Maranhao,Julho,3.548,2012-01-01
2013,10,Maranhao,Julho,1.111,2013-01-01
2014,10,Maranhao,Julho,2.068,2014-01-01
2015,10,Maranhao,Julho,1.642,2015-01-01
2016,10,Maranhao,Julho,2.096,2016-01-01
2017,10,Maranhao,Julho,2.521,2017-01-01
1998,10,Maranhao,Agosto,1.176,1998-01-01
1999,10,Maranhao,Agosto,895,1999-01-01
2000,10,Maranhao,Agosto,839,2000-01-01
2001,10,Maranhao,Agosto,2.037,2001-01-01
2002,10,Maranhao,Agosto,3.481,2002-01-01
2003,10,Maranhao,Agosto,2.023,2003-01-01
2004,10,Maranhao,Agosto,1.889,2004-01-01
2005,10,Maranhao,Agosto,2.239,2005-01-01
2006,10,Maranhao,Agosto,1.382,2006-01-01
2007,10,Maranhao,Agosto,8.409,2007-01-01
2008,10,Maranhao,Agosto,713,2008-01-01
2009,10,Maranhao,Agosto,1.766,2009-01-01
2010,10,Maranhao,Agosto,6.353,2010-01-01
2011,10,Maranhao,Agosto,2.138,2011-01-01
2012,10,Maranhao,Agosto,10.395,2012-01-01
2013,10,Maranhao,Agosto,2.098,2013-01-01
2014,10,Maranhao,Agosto,5.592,2014-01-01
2015,10,Maranhao,Agosto,5.428,2015-01-01
2016,10,Maranhao,Agosto,3.723,2016-01-01
2017,10,Maranhao,Agosto,3.875,2017-01-01
1998,10,Maranhao,Setembro,3.935,1998-01-01
1999,10,Maranhao,Setembro,1.739,1999-01-01
2000,10,Maranhao,Setembro,1.365,2000-01-01
2001,10,Maranhao,Setembro,4.618,2001-01-01
2002,10,Maranhao,Setembro,3.181,2002-01-01
2003,10,Maranhao,Setembro,5.878,2003-01-01
2004,10,Maranhao,Setembro,4.673,2004-01-01
2005,10,Maranhao,Setembro,6.292,2005-01-01
2006,10,Maranhao,Setembro,2.907,2006-01-01
2007,10,Maranhao,Setembro,8.524,2007-01-01
2008,10,Maranhao,Setembro,2.761,2008-01-01
2009,10,Maranhao,Setembro,2.404,2009-01-01
2010,10,Maranhao,Setembro,9.795,2010-01-01
2011,10,Maranhao,Setembro,4.632,2011-01-01
2012,10,Maranhao,Setembro,7.626,2012-01-01
2013,10,Maranhao,Setembro,3.88,2013-01-01
2014,10,Maranhao,Setembro,4.373,2014-01-01
2015,10,Maranhao,Setembro,6.423,2015-01-01
2016,10,Maranhao,Setembro,3.166,2016-01-01
2017,10,Maranhao,Setembro,14.825,2017-01-01
1998,10,Maranhao,Outubro,5.137,1998-01-01
1999,10,Maranhao,Outubro,3.208,1999-01-01
2000,10,Maranhao,Outubro,2.654,2000-01-01
2001,10,Maranhao,Outubro,6.661,2001-01-01
2002,10,Maranhao,Outubro,5.182,2002-01-01
2003,10,Maranhao,Outubro,6.085,2003-01-01
2004,10,Maranhao,Outubro,3.604,2004-01-01
2005,10,Maranhao,Outubro,6.472,2005-01-01
2006,10,Maranhao,Outubro,3.024,2006-01-01
2007,10,Maranhao,Outubro,4.772,2007-01-01
2008,10,Maranhao,Outubro,3.498,2008-01-01
2009,10,Maranhao,Outubro,1.861,2009-01-01
2010,10,Maranhao,Outubro,3.228,2010-01-01
2011,10,Maranhao,Outubro,2.404,2011-01-01
2012,10,Maranhao,Outubro,5,2012-01-01
2013,10,Maranhao,Outubro,2.918,2013-01-01
2014,10,Maranhao,Outubro,5.812,2014-01-01
2015,10,Maranhao,Outubro,6.746,2015-01-01
2016,10,Maranhao,Outubro,5.351,2016-01-01
2017,10,Maranhao,Outubro,6.011,2017-01-01
1998,10,Maranhao,Novembro,2.237,1998-01-01
1999,10,Maranhao,Novembro,1.494,1999-01-01
2000,10,Maranhao,Novembro,2.267,2000-01-01
2001,10,Maranhao,Novembro,3.525,2001-01-01
2002,10,Maranhao,Novembro,5.83,2002-01-01
2003,10,Maranhao,Novembro,4.929,2003-01-01
2004,10,Maranhao,Novembro,6.398,2004-01-01
2005,10,Maranhao,Novembro,4.769,2005-01-01
2006,10,Maranhao,Novembro,2.004,2006-01-01
2007,10,Maranhao,Novembro,2.297,2007-01-01
2008,10,Maranhao,Novembro,2.331,2008-01-01
2009,10,Maranhao,Novembro,5,2009-01-01
2010,10,Maranhao,Novembro,4.005,2010-01-01
2011,10,Maranhao,Novembro,2.261,2011-01-01
2012,10,Maranhao,Novembro,2.01,2012-01-01
2013,10,Maranhao,Novembro,2.529,2013-01-01
2014,10,Maranhao,Novembro,3.869,2014-01-01
2015,10,Maranhao,Novembro,4.35,2015-01-01
2016,10,Maranhao,Novembro,3.982,2016-01-01
2017,10,Maranhao,Novembro,2.3,2017-01-01
1998,10,Maranhao,Dezembro,1.399,1998-01-01
1999,10,Maranhao,Dezembro,1.001,1999-01-01
2000,10,Maranhao,Dezembro,1.461,2000-01-01
2001,10,Maranhao,Dezembro,1.296,2001-01-01
2002,10,Maranhao,Dezembro,2.165,2002-01-01
2003,10,Maranhao,Dezembro,2.424,2003-01-01
2004,10,Maranhao,Dezembro,3.255,2004-01-01
2005,10,Maranhao,Dezembro,1.66,2005-01-01
2006,10,Maranhao,Dezembro,1.052,2006-01-01
2007,10,Maranhao,Dezembro,800,2007-01-01
2008,10,Maranhao,Dezembro,1.101,2008-01-01
2009,10,Maranhao,Dezembro,1.768,2009-01-01
2010,10,Maranhao,Dezembro,1.803,2010-01-01
2011,10,Maranhao,Dezembro,1.629,2011-01-01
2012,10,Maranhao,Dezembro,1.296,2012-01-01
2013,10,Maranhao,Dezembro,2.692,2013-01-01
2014,10,Maranhao,Dezembro,2.4,2014-01-01
2015,10,Maranhao,Dezembro,3.706,2015-01-01
2016,10,Maranhao,Dezembro,1.577,2016-01-01
1998,12,Mato Grosso,Janeiro,0,1998-01-01
1999,12,Mato Grosso,Janeiro,39,1999-01-01
2000,12,Mato Grosso,Janeiro,44,2000-01-01
2001,12,Mato Grosso,Janeiro,44,2001-01-01
2002,12,Mato Grosso,Janeiro,172,2002-01-01
2003,12,Mato Grosso,Janeiro,896,2003-01-01
2004,12,Mato Grosso,Janeiro,301,2004-01-01
2005,12,Mato Grosso,Janeiro,438,2005-01-01
2006,12,Mato Grosso,Janeiro,947,2006-01-01
2007,12,Mato Grosso,Janeiro,476,2007-01-01
2008,12,Mato Grosso,Janeiro,245,2008-01-01
2009,12,Mato Grosso,Janeiro,527,2009-01-01
2010,12,Mato Grosso,Janeiro,298,2010-01-01
2011,12,Mato Grosso,Janeiro,171,2011-01-01
2012,12,Mato Grosso,Janeiro,166,2012-01-01
2013,12,Mato Grosso,Janeiro,269,2013-01-01
2014,12,Mato Grosso,Janeiro,315,2014-01-01
2015,12,Mato Grosso,Janeiro,960,2015-01-01
2016,12,Mato Grosso,Janeiro,374,2016-01-01
2017,12,Mato Grosso,Janeiro,482,2017-01-01
1998,12,Mato Grosso,Fevereiro,0,1998-01-01
1999,12,Mato Grosso,Fevereiro,28,1999-01-01
2000,12,Mato Grosso,Fevereiro,35,2000-01-01
2001,12,Mato Grosso,Fevereiro,54,2001-01-01
2002,12,Mato Grosso,Fevereiro,22,2002-01-01
2003,12,Mato Grosso,Fevereiro,592,2003-01-01
2004,12,Mato Grosso,Fevereiro,272,2004-01-01
2005,12,Mato Grosso,Fevereiro,871,2005-01-01
2006,12,Mato Grosso,Fevereiro,383,2006-01-01
2007,12,Mato Grosso,Fevereiro,213,2007-01-01
2008,12,Mato Grosso,Fevereiro,180,2008-01-01
2009,12,Mato Grosso,Fevereiro,248,2009-01-01
2010,12,Mato Grosso,Fevereiro,431,2010-01-01
2011,12,Mato Grosso,Fevereiro,119,2011-01-01
2012,12,Mato Grosso,Fevereiro,193,2012-01-01
2013,12,Mato Grosso,Fevereiro,375,2013-01-01
2014,12,Mato Grosso,Fevereiro,199,2014-01-01
2015,12,Mato Grosso,Fevereiro,542,2015-01-01
2016,12,Mato Grosso,Fevereiro,1.05,2016-01-01
2017,12,Mato Grosso,Fevereiro,337,2017-01-01
1998,12,Mato Grosso,Março,0,1998-01-01
1999,12,Mato Grosso,Março,18,1999-01-01
2000,12,Mato Grosso,Março,60,2000-01-01
2001,12,Mato Grosso,Março,24,2001-01-01
2002,12,Mato Grosso,Março,103,2002-01-01
2003,12,Mato Grosso,Março,554,2003-01-01
2004,12,Mato Grosso,Março,743,2004-01-01
2005,12,Mato Grosso,Março,362,2005-01-01
2006,12,Mato Grosso,Março,448,2006-01-01
2007,12,Mato Grosso,Março,476,2007-01-01
2008,12,Mato Grosso,Março,180,2008-01-01
2009,12,Mato Grosso,Março,325,2009-01-01
2010,12,Mato Grosso,Março,605,2010-01-01
2011,12,Mato Grosso,Março,252,2011-01-01
2012,12,Mato Grosso,Março,423,2012-01-01
2013,12,Mato Grosso,Março,563,2013-01-01
2014,12,Mato Grosso,Março,655,2014-01-01
2015,12,Mato Grosso,Março,705,2015-01-01
2016,12,Mato Grosso,Março,1.085,2016-01-01
2017,12,Mato Grosso,Março,719,2017-01-01
1998,12,Mato Grosso,Abril,0,1998-01-01
1999,12,Mato Grosso,Abril,76,1999-01-01
2000,12,Mato Grosso,Abril,59,2000-01-01
2001,12,Mato Grosso,Abril,309,2001-01-01
2002,12,Mato Grosso,Abril,641,2002-01-01
2003,12,Mato Grosso,Abril,903,2003-01-01
2004,12,Mato Grosso,Abril,441,2004-01-01
2005,12,Mato Grosso,Abril,372,2005-01-01
2006,12,Mato Grosso,Abril,161,2006-01-01
2007,12,Mato Grosso,Abril,79,2007-01-01
2008,12,Mato Grosso,Abril,274,2008-01-01
2009,12,Mato Grosso,Abril,169,2009-01-01
2010,12,Mato Grosso,Abril,769,2010-01-01
2011,12,Mato Grosso,Abril,345,2011-01-01
2012,12,Mato Grosso,Abril,521,2012-01-01
2013,12,Mato Grosso,Abril,338,2013-01-01
2014,12,Mato Grosso,Abril,859,2014-01-01
2015,12,Mato Grosso,Abril,947,2015-01-01
2016,12,Mato Grosso,Abril,1.77,2016-01-01
2017,12,Mato Grosso,Abril,606,2017-01-01
1998,12,Mato Grosso,Maio,0,1998-01-01
1999,12,Mato Grosso,Maio,731,1999-01-01
2000,12,Mato Grosso,Maio,1.194,2000-01-01
2001,12,Mato Grosso,Maio,1.193,2001-01-01
2002,12,Mato Grosso,Maio,2.528,2002-01-01
2003,12,Mato Grosso,Maio,942,2003-01-01
2004,12,Mato Grosso,Maio,2.413,2004-01-01
2005,12,Mato Grosso,Maio,1.641,2005-01-01
2006,12,Mato Grosso,Maio,269,2006-01-01
2007,12,Mato Grosso,Maio,359,2007-01-01
2008,12,Mato Grosso,Maio,119,2008-01-01
2009,12,Mato Grosso,Maio,516,2009-01-01
2010,12,Mato Grosso,Maio,1.313,2010-01-01
2011,12,Mato Grosso,Maio,547,2011-01-01
2012,12,Mato Grosso,Maio,812,2012-01-01
2013,12,Mato Grosso,Maio,739,2013-01-01
2014,12,Mato Grosso,Maio,933,2014-01-01
2015,12,Mato Grosso,Maio,541,2015-01-01
2016,12,Mato Grosso,Maio,1.081,2016-01-01
2017,12,Mato Grosso,Maio,845,2017-01-01
1998,12,Mato Grosso,Junho,2.201,1998-01-01
1999,12,Mato Grosso,Junho,2.201,1999-01-01
2000,12,Mato Grosso,Junho,4.358,2000-01-01
2001,12,Mato Grosso,Junho,6.665,2001-01-01
2002,12,Mato Grosso,Junho,7.878,2002-01-01
2003,12,Mato Grosso,Junho,4.313,2003-01-01
2004,12,Mato Grosso,Junho,9.813,2004-01-01
2005,12,Mato Grosso,Junho,2.294,2005-01-01
2006,12,Mato Grosso,Junho,856,2006-01-01
2007,12,Mato Grosso,Junho,1.339,2007-01-01
2008,12,Mato Grosso,Junho,403,2008-01-01
2009,12,Mato Grosso,Junho,979,2009-01-01
2010,12,Mato Grosso,Junho,1.025,2010-01-01
2011,12,Mato Grosso,Junho,974,2011-01-01
2012,12,Mato Grosso,Junho,1.651,2012-01-01
2013,12,Mato Grosso,Junho,1.213,2013-01-01
2014,12,Mato Grosso,Junho,1.795,2014-01-01
2015,12,Mato Grosso,Junho,1.402,2015-01-01
2016,12,Mato Grosso,Junho,1.417,2016-01-01
2017,12,Mato Grosso,Junho,2.041,2017-01-01
1998,12,Mato Grosso,Julho,3.712,1998-01-01
1999,12,Mato Grosso,Julho,3.926,1999-01-01
2000,12,Mato Grosso,Julho,1.338,2000-01-01
2001,12,Mato Grosso,Julho,1.555,2001-01-01
2002,12,Mato Grosso,Julho,5.661,2002-01-01
2003,12,Mato Grosso,Julho,5.435,2003-01-01
2004,12,Mato Grosso,Julho,11.517,2004-01-01
2005,12,Mato Grosso,Julho,4.172,2005-01-01
2006,12,Mato Grosso,Julho,1.941,2006-01-01
2007,12,Mato Grosso,Julho,1.79,2007-01-01
2008,12,Mato Grosso,Julho,1.117,2008-01-01
2009,12,Mato Grosso,Julho,1.613,2009-01-01
2010,12,Mato Grosso,Julho,3.442,2010-01-01
2011,12,Mato Grosso,Julho,1.061,2011-01-01
2012,12,Mato Grosso,Julho,2.008,2012-01-01
2013,12,Mato Grosso,Julho,1.63,2013-01-01
2014,12,Mato Grosso,Julho,2.255,2014-01-01
2015,12,Mato Grosso,Julho,1.533,2015-01-01
2016,12,Mato Grosso,Julho,3.495,2016-01-01
2017,12,Mato Grosso,Julho,2.79,2017-01-01
1998,12,Mato Grosso,Agosto,15.406,1998-01-01
1999,12,Mato Grosso,Agosto,18.566,1999-01-01
2000,12,Mato Grosso,Agosto,6.063,2000-01-01
2001,12,Mato Grosso,Agosto,7.762,2001-01-01
2002,12,Mato Grosso,Agosto,14.086,2002-01-01
2003,12,Mato Grosso,Agosto,11.132,2003-01-01
2004,12,Mato Grosso,Agosto,13.603,2004-01-01
2005,12,Mato Grosso,Agosto,11.57,2005-01-01
2006,12,Mato Grosso,Agosto,6.218,2006-01-01
2007,12,Mato Grosso,Agosto,14.453,2007-01-01
2008,12,Mato Grosso,Agosto,2.875,2008-01-01
2009,12,Mato Grosso,Agosto,2.25,2009-01-01
2010,12,Mato Grosso,Agosto,14.608,2010-01-01
2011,12,Mato Grosso,Agosto,2.628,2011-01-01
2012,12,Mato Grosso,Agosto,6.195,2012-01-01
2013,12,Mato Grosso,Agosto,3.568,2013-01-01
2014,12,Mato Grosso,Agosto,7.167,2014-01-01
2015,12,Mato Grosso,Agosto,5.112,2015-01-01
2016,12,Mato Grosso,Agosto,6.228,2016-01-01
2017,12,Mato Grosso,Agosto,6.229,2017-01-01
1998,12,Mato Grosso,Setembro,10.363,1998-01-01
1999,12,Mato Grosso,Setembro,11.729,1999-01-01
2000,12,Mato Grosso,Setembro,6.251,2000-01-01
2001,12,Mato Grosso,Setembro,8.49,2001-01-01
2002,12,Mato Grosso,Setembro,11.034,2002-01-01
2003,12,Mato Grosso,Setembro,15.79,2003-01-01
2004,12,Mato Grosso,Setembro,24.994,2004-01-01
2005,12,Mato Grosso,Setembro,20.551,2005-01-01
2006,12,Mato Grosso,Setembro,12.661,2006-01-01
2007,12,Mato Grosso,Setembro,25.963,2007-01-01
2008,12,Mato Grosso,Setembro,7.965,2008-01-01
2009,12,Mato Grosso,Setembro,3.129,2009-01-01
2010,12,Mato Grosso,Setembro,18.366,2010-01-01
2011,12,Mato Grosso,Setembro,6.332,2011-01-01
2012,12,Mato Grosso,Setembro,10.344,2012-01-01
2013,12,Mato Grosso,Setembro,5.576,2013-01-01
2014,12,Mato Grosso,Setembro,7.081,2014-01-01
2015,12,Mato Grosso,Setembro,11.068,2015-01-01
2016,12,Mato Grosso,Setembro,8.98,2016-01-01
2017,12,Mato Grosso,Setembro,23.945,2017-01-01
1998,12,Mato Grosso,Outubro,2.707,1998-01-01
1999,12,Mato Grosso,Outubro,6.109,1999-01-01
2000,12,Mato Grosso,Outubro,6.062,2000-01-01
2001,12,Mato Grosso,Outubro,6.543,2001-01-01
2002,12,Mato Grosso,Outubro,9.375,2002-01-01
2003,12,Mato Grosso,Outubro,5.341,2003-01-01
2004,12,Mato Grosso,Outubro,9.295,2004-01-01
2005,12,Mato Grosso,Outubro,7.765,2005-01-01
2006,12,Mato Grosso,Outubro,2.327,2006-01-01
2007,12,Mato Grosso,Outubro,4.89,2007-01-01
2008,12,Mato Grosso,Outubro,6.326,2008-01-01
2009,12,Mato Grosso,Outubro,2.579,2009-01-01
2010,12,Mato Grosso,Outubro,4.465,2010-01-01
2011,12,Mato Grosso,Outubro,2.01,2011-01-01
2012,12,Mato Grosso,Outubro,2.837,2012-01-01
2013,12,Mato Grosso,Outubro,1.986,2013-01-01
2014,12,Mato Grosso,Outubro,5.281,2014-01-01
2015,12,Mato Grosso,Outubro,6.49,2015-01-01
2016,12,Mato Grosso,Outubro,2.749,2016-01-01
2017,12,Mato Grosso,Outubro,4.8,2017-01-01
1998,12,Mato Grosso,Novembro,182,1998-01-01
1999,12,Mato Grosso,Novembro,842,1999-01-01
2000,12,Mato Grosso,Novembro,502,2000-01-01
2001,12,Mato Grosso,Novembro,373,2001-01-01
2002,12,Mato Grosso,Novembro,2.905,2002-01-01
2003,12,Mato Grosso,Novembro,2.097,2003-01-01
2004,12,Mato Grosso,Novembro,2.405,2004-01-01
2005,12,Mato Grosso,Novembro,1.368,2005-01-01
2006,12,Mato Grosso,Novembro,1.031,2006-01-01
2007,12,Mato Grosso,Novembro,299,2007-01-01
2008,12,Mato Grosso,Novembro,190,2008-01-01
2009,12,Mato Grosso,Novembro,588,2009-01-01
2010,12,Mato Grosso,Novembro,768,2010-01-01
2011,12,Mato Grosso,Novembro,1.103,2011-01-01
2012,12,Mato Grosso,Novembro,375,2012-01-01
2013,12,Mato Grosso,Novembro,1.064,2013-01-01
2014,12,Mato Grosso,Novembro,1.018,2014-01-01
2015,12,Mato Grosso,Novembro,1.93,2015-01-01
2016,12,Mato Grosso,Novembro,918,2016-01-01
2017,12,Mato Grosso,Novembro,813,2017-01-01
1998,12,Mato Grosso,Dezembro,76,1998-01-01
1999,12,Mato Grosso,Dezembro,47,1999-01-01
2000,12,Mato Grosso,Dezembro,98,2000-01-01
2001,12,Mato Grosso,Dezembro,37,2001-01-01
2002,12,Mato Grosso,Dezembro,1.157,2002-01-01
2003,12,Mato Grosso,Dezembro,1.622,2003-01-01
2004,12,Mato Grosso,Dezembro,1.217,2004-01-01
2005,12,Mato Grosso,Dezembro,246,2005-01-01
2006,12,Mato Grosso,Dezembro,23,2006-01-01
2007,12,Mato Grosso,Dezembro,81,2007-01-01
2008,12,Mato Grosso,Dezembro,159,2008-01-01
2009,12,Mato Grosso,Dezembro,171,2009-01-01
2010,12,Mato Grosso,Dezembro,846,2010-01-01
2011,12,Mato Grosso,Dezembro,431,2011-01-01
2012,12,Mato Grosso,Dezembro,492,2012-01-01
2013,12,Mato Grosso,Dezembro,447,2013-01-01
2014,12,Mato Grosso,Dezembro,466,2014-01-01
2015,12,Mato Grosso,Dezembro,1.777,2015-01-01
2016,12,Mato Grosso,Dezembro,425,2016-01-01
1998,13,Mato Grosso do Sul,Janeiro,0,1998-01-01
1999,13,Mato Grosso do Sul,Janeiro,239,1999-01-01
2000,13,Mato Grosso do Sul,Janeiro,326,2000-01-01
2001,13,Mato Grosso do Sul,Janeiro,97,2001-01-01
2002,13,Mato Grosso do Sul,Janeiro,304,2002-01-01
2003,13,Mato Grosso do Sul,Janeiro,182,2003-01-01
2004,13,Mato Grosso do Sul,Janeiro,258,2004-01-01
2005,13,Mato Grosso do Sul,Janeiro,59,2005-01-01
2006,13,Mato Grosso do Sul,Janeiro,59,2006-01-01
2007,13,Mato Grosso do Sul,Janeiro,19,2007-01-01
2008,13,Mato Grosso do Sul,Janeiro,63,2008-01-01
2009,13,Mato Grosso do Sul,Janeiro,229,2009-01-01
2010,13,Mato Grosso do Sul,Janeiro,72,2010-01-01
2011,13,Mato Grosso do Sul,Janeiro,129,2011-01-01
2012,13,Mato Grosso do Sul,Janeiro,201,2012-01-01
2013,13,Mato Grosso do Sul,Janeiro,174,2013-01-01
2014,13,Mato Grosso do Sul,Janeiro,197,2014-01-01
2015,13,Mato Grosso do Sul,Janeiro,226,2015-01-01
2016,13,Mato Grosso do Sul,Janeiro,127,2016-01-01
2017,13,Mato Grosso do Sul,Janeiro,355,2017-01-01
1998,13,Mato Grosso do Sul,Fevereiro,0,1998-01-01
1999,13,Mato Grosso do Sul,Fevereiro,69,1999-01-01
2000,13,Mato Grosso do Sul,Fevereiro,81,2000-01-01
2001,13,Mato Grosso do Sul,Fevereiro,89,2001-01-01
2002,13,Mato Grosso do Sul,Fevereiro,98,2002-01-01
2003,13,Mato Grosso do Sul,Fevereiro,108,2003-01-01
2004,13,Mato Grosso do Sul,Fevereiro,169,2004-01-01
2005,13,Mato Grosso do Sul,Fevereiro,221,2005-01-01
2006,13,Mato Grosso do Sul,Fevereiro,104,2006-01-01
2007,13,Mato Grosso do Sul,Fevereiro,111,2007-01-01
2008,13,Mato Grosso do Sul,Fevereiro,78,2008-01-01
2009,13,Mato Grosso do Sul,Fevereiro,164,2009-01-01
2010,13,Mato Grosso do Sul,Fevereiro,157,2010-01-01
2011,13,Mato Grosso do Sul,Fevereiro,61,2011-01-01
2012,13,Mato Grosso do Sul,Fevereiro,112,2012-01-01
2013,13,Mato Grosso do Sul,Fevereiro,100,2013-01-01
2014,13,Mato Grosso do Sul,Fevereiro,139,2014-01-01
2015,13,Mato Grosso do Sul,Fevereiro,148,2015-01-01
2016,13,Mato Grosso do Sul,Fevereiro,187,2016-01-01
2017,13,Mato Grosso do Sul,Fevereiro,165,2017-01-01
1998,13,Mato Grosso do Sul,Março,0,1998-01-01
1999,13,Mato Grosso do Sul,Março,100,1999-01-01
2000,13,Mato Grosso do Sul,Março,23,2000-01-01
2001,13,Mato Grosso do Sul,Março,39,2001-01-01
2002,13,Mato Grosso do Sul,Março,115,2002-01-01
2003,13,Mato Grosso do Sul,Março,137,2003-01-01
2004,13,Mato Grosso do Sul,Março,225,2004-01-01
2005,13,Mato Grosso do Sul,Março,158,2005-01-01
2006,13,Mato Grosso do Sul,Março,137,2006-01-01
2007,13,Mato Grosso do Sul,Março,137,2007-01-01
2008,13,Mato Grosso do Sul,Março,97,2008-01-01
2009,13,Mato Grosso do Sul,Março,118,2009-01-01
2010,13,Mato Grosso do Sul,Março,149,2010-01-01
2011,13,Mato Grosso do Sul,Março,37,2011-01-01
2012,13,Mato Grosso do Sul,Março,169,2012-01-01
2013,13,Mato Grosso do Sul,Março,158,2013-01-01
2014,13,Mato Grosso do Sul,Março,95,2014-01-01
2015,13,Mato Grosso do Sul,Março,190,2015-01-01
2016,13,Mato Grosso do Sul,Março,143,2016-01-01
2017,13,Mato Grosso do Sul,Março,170,2017-01-01
1998,13,Mato Grosso do Sul,Abril,0,1998-01-01
1999,13,Mato Grosso do Sul,Abril,97,1999-01-01
2000,13,Mato Grosso do Sul,Abril,90,2000-01-01
2001,13,Mato Grosso do Sul,Abril,108,2001-01-01
2002,13,Mato Grosso do Sul,Abril,230,2002-01-01
2003,13,Mato Grosso do Sul,Abril,126,2003-01-01
2004,13,Mato Grosso do Sul,Abril,97,2004-01-01
2005,13,Mato Grosso do Sul,Abril,126,2005-01-01
2006,13,Mato Grosso do Sul,Abril,51,2006-01-01
2007,13,Mato Grosso do Sul,Abril,46,2007-01-01
2008,13,Mato Grosso do Sul,Abril,72,2008-01-01
2009,13,Mato Grosso do Sul,Abril,291,2009-01-01
2010,13,Mato Grosso do Sul,Abril,136,2010-01-01
2011,13,Mato Grosso do Sul,Abril,23,2011-01-01
2012,13,Mato Grosso do Sul,Abril,97,2012-01-01
2013,13,Mato Grosso do Sul,Abril,78,2013-01-01
2014,13,Mato Grosso do Sul,Abril,129,2014-01-01
2015,13,Mato Grosso do Sul,Abril,65,2015-01-01
2016,13,Mato Grosso do Sul,Abril,161,2016-01-01
2017,13,Mato Grosso do Sul,Abril,59,2017-01-01
1998,13,Mato Grosso do Sul,Maio,0,1998-01-01
1999,13,Mato Grosso do Sul,Maio,206,1999-01-01
2000,13,Mato Grosso do Sul,Maio,127,2000-01-01
2001,13,Mato Grosso do Sul,Maio,112,2001-01-01
2002,13,Mato Grosso do Sul,Maio,88,2002-01-01
2003,13,Mato Grosso do Sul,Maio,74,2003-01-01
2004,13,Mato Grosso do Sul,Maio,25,2004-01-01
2005,13,Mato Grosso do Sul,Maio,328,2005-01-01
2006,13,Mato Grosso do Sul,Maio,99,2006-01-01
2007,13,Mato Grosso do Sul,Maio,62,2007-01-01
2008,13,Mato Grosso do Sul,Maio,34,2008-01-01
2009,13,Mato Grosso do Sul,Maio,927,2009-01-01
2010,13,Mato Grosso do Sul,Maio,105,2010-01-01
2011,13,Mato Grosso do Sul,Maio,81,2011-01-01
2012,13,Mato Grosso do Sul,Maio,157,2012-01-01
2013,13,Mato Grosso do Sul,Maio,72,2013-01-01
2014,13,Mato Grosso do Sul,Maio,70,2014-01-01
2015,13,Mato Grosso do Sul,Maio,58,2015-01-01
2016,13,Mato Grosso do Sul,Maio,97,2016-01-01
2017,13,Mato Grosso do Sul,Maio,72,2017-01-01
1998,13,Mato Grosso do Sul,Junho,82,1998-01-01
1999,13,Mato Grosso do Sul,Junho,127,1999-01-01
2000,13,Mato Grosso do Sul,Junho,157,2000-01-01
2001,13,Mato Grosso do Sul,Junho,249,2001-01-01
2002,13,Mato Grosso do Sul,Junho,517,2002-01-01
2003,13,Mato Grosso do Sul,Junho,170,2003-01-01
2004,13,Mato Grosso do Sul,Junho,394,2004-01-01
2005,13,Mato Grosso do Sul,Junho,439,2005-01-01
2006,13,Mato Grosso do Sul,Junho,89,2006-01-01
2007,13,Mato Grosso do Sul,Junho,141,2007-01-01
2008,13,Mato Grosso do Sul,Junho,24,2008-01-01
2009,13,Mato Grosso do Sul,Junho,376,2009-01-01
2010,13,Mato Grosso do Sul,Junho,149,2010-01-01
2011,13,Mato Grosso do Sul,Junho,104,2011-01-01
2012,13,Mato Grosso do Sul,Junho,96,2012-01-01
2013,13,Mato Grosso do Sul,Junho,35,2013-01-01
2014,13,Mato Grosso do Sul,Junho,84,2014-01-01
2015,13,Mato Grosso do Sul,Junho,299,2015-01-01
2016,13,Mato Grosso do Sul,Junho,120,2016-01-01
2017,13,Mato Grosso do Sul,Junho,175,2017-01-01
1998,13,Mato Grosso do Sul,Julho,360,1998-01-01
1999,13,Mato Grosso do Sul,Julho,1.297,1999-01-01
2000,13,Mato Grosso do Sul,Julho,160,2000-01-01
2001,13,Mato Grosso do Sul,Julho,591,2001-01-01
2002,13,Mato Grosso do Sul,Julho,935,2002-01-01
2003,13,Mato Grosso do Sul,Julho,182,2003-01-01
2004,13,Mato Grosso do Sul,Julho,529,2004-01-01
2005,13,Mato Grosso do Sul,Julho,859,2005-01-01
2006,13,Mato Grosso do Sul,Julho,289,2006-01-01
2007,13,Mato Grosso do Sul,Julho,197,2007-01-01
2008,13,Mato Grosso do Sul,Julho,116,2008-01-01
2009,13,Mato Grosso do Sul,Julho,354,2009-01-01
2010,13,Mato Grosso do Sul,Julho,589,2010-01-01
2011,13,Mato Grosso do Sul,Julho,250,2011-01-01
